,a11,a12,a21,a22,mu1,si1,mu2,si2
2020-01-02,0.9297238987048403,0.07027610129517753,0.12393202514277202,0.8760679748572453,1.296327432658006,0.2929024894201803,1.0542844023970455,0.2249448016895287
2020-01-03,0.9693232450922055,0.030676754907785164,0.1315804471331942,0.8684195528668021,1.2650169654836385,0.27077282436132577,0.9730559873439165,0.20327488050411685
2020-01-06,0.7485773078067244,0.2514226921932773,0.0014345740818044695,0.9985654259182049,1.8181293039302424,0.58657828211565,1.2431008215019952,0.2765336964879358
2020-01-07,0.7607008093558564,0.23929919064416233,0.00044202098144785436,0.9995579790185647,2.1412379452349644,0.8669242393887912,1.2083805804372745,0.29330789971250243
2020-01-08,0.9942402545363971,0.005759745463614266,0.006460811951305453,0.9935391880487011,1.3164830584087739,0.29342860008435967,1.2092013823278747,0.24203522099940142
2020-01-09,0.9505804251075982,0.04941957489239526,0.11331430713417426,0.8866856928658258,1.251190942784043,0.2676384862231253,1.0070493842468473,0.19145704642307088
2020-01-10,0.9568718639396692,0.04312813606034506,0.1515207912710163,0.8484792087289923,1.2917006931510449,0.27626467766300994,1.0143131558316498,0.20852959059319376
2020-01-13,0.9897811182645383,0.010218881735480622,0.0263536488051268,0.9736463511948779,1.1832799370594669,0.2703009987000136,0.8624779582699724,0.17188337540416992
2020-01-14,0.9510794658349183,0.048920534165092566,0.0661394952570398,0.9338605047429623,1.3069742629296837,0.27787652029930165,1.080745605096215,0.21392074131659253
2020-01-15,0.4637969774964593,0.5362030225035482,0.02211911020827462,0.9778808897917257,1.4812224055739094,0.37511837213109794,1.1872181496847007,0.21739344360795454
2020-01-16,0.9252592063331172,0.07474079366687512,0.13469565287037863,0.8653043471296178,1.2507046220480464,0.2717595230718542,1.0197100253388804,0.19594524743132088
2020-01-17,0.9192529942730516,0.08074700572694307,0.1186463532823124,0.8813536467176839,1.2615629951379668,0.313452641151583,1.0210771788050717,0.21869626796477765
2020-01-21,0.41959069992612236,0.5804093000738766,0.013292375223511049,0.986707624776492,1.7325972974861565,0.34302498572730417,1.24144025649248,0.24169701366722024
2020-01-22,0.9940638501483163,0.005936149851684447,0.006801704776715517,0.9931982952232845,1.2714248679631597,0.22573138318593122,1.1777451567811132,0.2847604320943652
2020-01-23,0.9563695479607416,0.043630452039242915,0.13147281854018789,0.8685271814597987,1.2490377472847842,0.27467497996660584,0.9969231262164733,0.2005951496494767
2020-01-24,0.6813041373406117,0.31869586265939065,0.002243153267749546,0.9977568467322574,1.6624696060043087,0.6298806559038902,1.2101795411617418,0.21892013590097847
2020-01-27,0.0,0.9999999999999919,0.0010985818268393816,0.9989014181731529,2.0663890007589654,0.11390450415904399,1.186724548694758,0.20595881423773518
2020-01-28,0.4818739542668184,0.518126045733271,0.9999999999998946,0.0,1.3034214159300963,0.2663030670100664,1.0986122886681038,1e-06
2020-01-29,0.9492624234905384,0.05073757650946114,0.013843301666071103,0.9861566983339295,1.3397043317283264,0.7506266261783514,1.0649211271384964,0.23012774995365395
2020-01-30,0.9552735587835582,0.044726441216436805,0.031159925584982713,0.9688400744150143,1.1746420249527723,0.26743126431523534,1.2140679575570128,0.16663528318593374
